Q,0,:
Layer 0,Attention mechanism,"('<s>', 3)","('пута', 1)","('sime', 1)","('瀬', 0)","('држави', 0)","('unicí', 0)","('őd', 0)","('invånare', 0)","('férences', 0)","('empre', 0)",Intermediate residual stream,"('sime', 2)","('<s>', 1)","('пута', 1)","('瀬', 0)","('unicí', 0)","('férences', 0)","('gerufen', 0)","('invånare', 0)","('cí', 0)","('ímp', 0)",MLP output,"('<s>', 18)","('bolds', 8)","('archivi', 7)","('ungsseite', 3)","('textt', 2)","('пута', 2)","('sime', 1)","('씨', 1)","('trakten', 0)","('ímp', 0)",Block output,"('<s>', 16)","('sime', 4)","('пута', 3)","('bolds', 3)","('archivi', 1)","('씨', 1)","('ímp', 1)","('trakten', 1)","('瀬', 1)","('textt', 1)"
Layer 3,Attention mechanism,"('icio', 2)","('Kreis', 0)","('Leon', 0)","('rah', 0)","('counter', 0)","('Федерации', 0)","('�', 0)","('Cell', 0)","('昌', 0)","('là', 0)",Intermediate residual stream,"('<s>', 1)","('ategory', 0)","('opera', 0)","('ISSN', 0)","('Außer', 0)","('hover', 0)","('guez', 0)","('national', 0)","('Hend', 0)","('Bruce', 0)",MLP output,"('❯', 11)","('appen', 1)","('rack', 0)","('lasse', 0)","('gross', 0)","('sb', 0)","('lete', 0)","('es', 0)","('šč', 0)","('ध', 0)",Block output,"('<s>', 1)","('ategory', 0)","('yter', 0)","('penas', 0)","('opera', 0)","('Hend', 0)","('iras', 0)","('coinc', 0)","('nou', 0)","('ответ', 0)"
Layer 4,Attention mechanism,"('""', 1)","(""''"", 0)","('å', 0)","('--', 0)","('Ital', 0)","('(""', 0)","('Mo', 0)","('""$', 0)","('sul', 0)","('che', 0)",Intermediate residual stream,"('iras', 0)","('ategory', 0)","('<s>', 0)","('""', 0)","('opera', 0)","('Hend', 0)","('entferne', 0)","('penas', 0)","('ISSN', 0)","('coinc', 0)",MLP output,"('perman', 0)","('taire', 0)","('lag', 0)","('usted', 0)","('Spart', 0)","('susp', 0)","('ֶ', 0)","('ima', 0)","('land', 0)","('imas', 0)",Block output,"('ответ', 1)","('lo', 1)","('iras', 0)","('(""', 0)","('ategory', 0)","('""', 0)","('ups', 0)","('šč', 0)","('das', 0)","('national', 0)"
Layer 5,Attention mechanism,"('adors', 3)","('données', 2)","('daten', 2)","('cyk', 0)","('posa', 0)","('maste', 0)","('länkar', 0)","('Tags', 0)","('Wei', 0)","('bernate', 0)",Intermediate residual stream,"('penas', 2)","('Bras', 1)","('rl', 1)","('šč', 1)","('ответ', 1)","('yj', 0)","('cala', 0)","('ķ', 0)","('mez', 0)","('omo', 0)",MLP output,"('Cong', 1)","('lear', 1)","('aux', 0)","('icker', 0)","('ç', 0)","('Navar', 0)","('plant', 0)","('item', 0)","('tha', 0)","('ík', 0)",Block output,"('rl', 6)","('šč', 2)","('iras', 1)","('añ', 1)","('penas', 1)","('ugno', 0)","('ğ', 0)","('льно', 0)","('DT', 0)","('良', 0)"
Layer 6,Attention mechanism,"('isu', 1)","('rol', 1)","('Gli', 0)","('reputation', 0)","('ket', 0)","('Orient', 0)","('上', 0)","('rola', 0)","('Lov', 0)","('vet', 0)",Intermediate residual stream,"('rl', 5)","('iras', 2)","('šč', 0)","('良', 0)","('ugno', 0)","('generic', 0)","('ğ', 0)","('añ', 0)","('Beau', 0)","('penas', 0)",MLP output,"('vb', 1)","('aps', 1)","('¶', 0)","('stein', 0)","('пописа', 0)","('vess', 0)","('jd', 0)","('vironment', 0)","('mb', 0)","('oire', 0)",Block output,"('penas', 2)","('rl', 2)","('iras', 2)","('gan', 1)","('nou', 0)","('dk', 0)","('ppel', 0)","('mez', 0)","('Sr', 0)","('older', 0)"
Layer 7,Attention mechanism,"('̈', 3)","('jus', 0)","('ovis', 0)","('Ressources', 0)","('pher', 0)","('pec', 0)","('\u200b', 0)","('hire', 0)","('n', 0)","('ken', 0)",Intermediate residual stream,"('iras', 3)","('gan', 3)","('penas', 2)","('rl', 1)","('nou', 1)","('ĉ', 0)","('Beau', 0)","('iez', 0)","('LOB', 0)","('ответ', 0)",MLP output,"('resid', 1)","('àn', 1)","('gen', 0)","('vez', 0)","('rev', 0)","('Bay', 0)","('hem', 0)","('бра', 0)","('havet', 0)","('favor', 0)",Block output,"('vez', 10)","('gan', 3)","('ņ', 2)","('èn', 1)","('Renaissance', 1)","('rl', 1)","('ĉ', 1)","('nou', 1)","('penas', 0)","('cro', 0)"
Layer 8,Attention mechanism,"('ree', 1)","('idenote', 1)","('textt', 1)","('Zob', 0)","('veis', 0)","('Lista', 0)","('jąc', 0)","('rien', 0)","('典', 0)","('gress', 0)",Intermediate residual stream,"('gan', 9)","('vez', 6)","('èn', 1)","('Beau', 1)","('nou', 0)","('cala', 0)","('ĉ', 0)","('àn', 0)","('cro', 0)","('ответ', 0)",MLP output,"('ola', 1)","('бка', 1)","('edad', 0)","('zeichnungen', 0)","('prime', 0)","('ßer', 0)","('emen', 0)","('ibus', 0)","('ultan', 0)","('س', 0)",Block output,"('vez', 5)","('nou', 3)","('ola', 1)","('olas', 0)","('gan', 0)","('Renaissance', 0)","('Hinweis', 0)","('èn', 0)","('zeichnung', 0)","('jourd', 0)"
Layer 9,Attention mechanism,"('eor', 2)","('irectory', 1)","('enis', 1)","('ños', 1)","('terne', 0)","('honneur', 0)","('prüft', 0)","('erten', 0)","('datei', 0)","('tid', 0)",Intermediate residual stream,"('vez', 6)","('nou', 3)","('èn', 1)","('publique', 0)","('ḩ', 0)","('rache', 0)","('jourd', 0)","('strij', 0)","('dade', 0)","('rę', 0)",MLP output,"('sols', 7)","('Ast', 2)","('пей', 0)","('ariat', 0)","('‹', 0)","('onyme', 0)","('si', 0)","('onal', 0)","('nab', 0)","('hed', 0)",Block output,"('ответ', 5)","('onyme', 1)","('nou', 1)","('vez', 0)","('chy', 0)","('dade', 0)","('Hinweis', 0)","('Einzeln', 0)","('nik', 0)","('⟩', 0)"
Layer 10,Attention mechanism,"('tring', 6)","('orum', 5)","('erten', 2)","('Wikipédia', 2)","('Во', 1)","('身', 0)","('�', 0)","('Footnote', 0)","('�', 0)","('zó', 0)",Intermediate residual stream,"('ответ', 4)","('nik', 1)","('chy', 1)","('Einzeln', 1)","('vez', 0)","('nou', 0)","('onyme', 0)","('dade', 0)","('Hinweis', 0)","('Ср', 0)",MLP output,"('quia', 2)","('igi', 2)","('ennen', 0)","('printf', 0)","('效', 0)","('ITable', 0)","('士', 0)","('olit', 0)","('apsed', 0)","('Übers', 0)",Block output,"('nou', 2)","('ответ', 1)","('atform', 1)","('nik', 1)","('ḩ', 0)","('ċ', 0)","('Hinweis', 0)","('esterni', 0)","('olit', 0)","('penas', 0)"
Layer 11,Attention mechanism,"('回', 3)","('_', 1)","('ans', 0)","('Answer', 0)","('Raj', 0)","('___', 0)","('____', 0)","('ink', 0)","('usz', 0)","('ora', 0)",Intermediate residual stream,"('ответ', 2)","('nou', 1)","('answered', 0)","('statement', 0)","('answer', 0)","('ḩ', 0)","('Hinweis', 0)","('�', 0)","('Answer', 0)","('onyme', 0)",MLP output,"('ithmet', 1)","('бор', 1)","('Adv', 1)","('ệ', 1)","('Publications', 1)","('нок', 1)","('idia', 0)","('aben', 0)","('ftrag', 0)","('mount', 0)",Block output,"('ответ', 5)","('nik', 3)","('answer', 3)","('answered', 2)","('onyme', 2)","('Answer', 1)","('vu', 1)","('Answer', 1)","('answer', 0)","('nou', 0)"
Layer 12,Attention mechanism,"('cito', 0)","('prüng', 0)","('rott', 0)","('Jap', 0)","('NN', 0)","('AI', 0)","('wa', 0)","('bis', 0)","('вой', 0)","('Watson', 0)",Intermediate residual stream,"('ответ', 4)","('answered', 2)","('onyme', 2)","('answer', 1)","('nik', 1)","('Answer', 1)","('Answer', 0)","('vu', 0)","('ḩ', 0)","('Sultan', 0)",MLP output,"('hyp', 1)","('zec', 1)","('ohl', 0)","('uola', 0)","('öd', 0)","('ง', 0)","('sep', 0)","('lif', 0)","('Johan', 0)","('Rhein', 0)",Block output,"('ответ', 2)","('Sultan', 1)","('merce', 1)","('nik', 0)","('Хронологија', 0)","('<s>', 0)","('height', 0)","('ḩ', 0)","('ôle', 0)","('Title', 0)"
Layer 13,Attention mechanism,"('fu', 1)","('ã', 1)","('Lex', 1)","('ep', 0)","('ahn', 0)","('dict', 0)","('otto', 0)","('avan', 0)","('diction', 0)","('Hub', 0)",Intermediate residual stream,"('by', 2)","('ответ', 2)","('Pia', 1)","('Sultan', 1)","('⇔', 1)","('vu', 1)","('<s>', 0)","('empor', 0)","('connexes', 0)","('ask', 0)",MLP output,"('Thread', 3)","('brie', 3)","('Thread', 3)","('proceed', 2)","('Supreme', 1)","('Ir', 0)","('rou', 0)","('gat', 0)","('nahm', 0)","('quad', 0)",Block output,"('<s>', 4)","('Sultan', 1)","('by', 1)","('Pia', 1)","('ответ', 1)","('markup', 0)","('ask', 0)","('answered', 0)","('nou', 0)","('nik', 0)"
Layer 14,Attention mechanism,"('шко', 1)","('Schw', 0)","('((', 0)","('старо', 0)","('�', 0)","('iterator', 0)","('タ', 0)","('‐', 0)","('riter', 0)","('afen', 0)",Intermediate residual stream,"('by', 2)","('Sultan', 1)","('<s>', 1)","('markup', 1)","('Pia', 1)","('ответ', 0)","('Answer', 0)","('Home', 0)","('answered', 0)","('ұ', 0)",MLP output,"('stal', 2)","('berger', 1)","('horn', 1)","('ホ', 0)","('Arag', 0)","('kal', 0)","('Schles', 0)","('lande', 0)","('fright', 0)","('Ferdinand', 0)",Block output,"('by', 1)","('Pia', 1)","('vu', 1)","('ds', 0)","('Home', 0)","('unto', 0)","('а', 0)","('Bak', 0)","('Sultan', 0)","('ұ', 0)"
Layer 15,Attention mechanism,"('Answer', 21)","('answered', 4)","('answers', 4)","('answer', 4)","('answering', 2)","('Question', 2)","('questions', 1)","('question', 1)","('answer', 0)","('Answer', 0)",Intermediate residual stream,"('answered', 1)","('Answer', 1)","('answer', 1)","('Answer', 1)","('by', 1)","('vu', 1)","('unto', 0)","('answer', 0)","('Home', 0)","('Pia', 0)",MLP output,"('(""\\', 0)","('ɵ', 0)","('上', 0)","('omp', 0)","('rote', 0)","('те', 0)","('unter', 0)","(""('\\"", 0)","('curs', 0)","('=""', 0)",Block output,"('answer', 4)","('answered', 4)","('Answer', 3)","('answer', 3)","('Answer', 2)","('{""', 1)","('а', 1)","('answering', 1)","('ds', 1)","('ks', 0)"
Layer 16,Attention mechanism,"('the', 35)","('The', 25)","('The', 2)","('the', 2)","('rar', 0)","('bles', 0)","('fra', 0)","('beskre', 0)","('Fra', 0)","('Answer', 0)",Intermediate residual stream,"('Answer', 9)","('answer', 7)","('answered', 6)","('answer', 6)","('Answer', 5)","('answering', 1)","('{""', 1)","('а', 0)","('answers', 0)","('ds', 0)",MLP output,"('CHAP', 4)","('ĉ', 1)","('auer', 1)","('yj', 1)","('úblic', 1)","('lak', 0)","('сь', 0)","('guard', 0)","('null', 0)","('encias', 0)",Block output,"('answer', 25)","('answered', 20)","('Answer', 10)","('answer', 7)","('Answer', 3)","('answering', 1)","('answers', 0)","('{""', 0)","('mark', 0)","('а', 0)"
Layer 17,Attention mechanism,"('q', 0)","('\xad', 0)","('дат', 0)","('gon', 0)","('\u200b', 0)","('neg', 0)","('owan', 0)","('self', 0)","('x', 0)","('trick', 0)",Intermediate residual stream,"('answer', 27)","('answered', 20)","('Answer', 9)","('answer', 8)","('Answer', 2)","('answering', 1)","('answers', 0)","('mark', 0)","('mark', 0)","('{""', 0)",MLP output,"('iez', 1)","('tegr', 1)","('ASE', 1)","('cted', 0)","('bew', 0)","('gresql', 0)","('ball', 0)","('ple', 0)","('pes', 0)","('schaft', 0)",Block output,"('answer', 27)","('answer', 14)","('answered', 12)","('Answer', 12)","('Answer', 3)","('answering', 0)","('answers', 0)","('mark', 0)","('mark', 0)","('cko', 0)"
Layer 18,Attention mechanism,"('zyma', 3)","('Thread', 2)","('oi', 1)","('nbsp', 1)","('akh', 1)","('atra', 1)","('wers', 1)","('Bedeut', 0)","('thread', 0)","('threads', 0)",Intermediate residual stream,"('answer', 27)","('answer', 17)","('answered', 11)","('Answer', 10)","('Answer', 3)","('answering', 1)","('answers', 1)","('mark', 0)","('mark', 0)","('Hinweis', 0)",MLP output,"('isti', 6)","('Question', 2)","('answer', 1)","('kc', 0)","('questions', 0)","('aggi', 0)","('prev', 0)","('ida', 0)","('ards', 0)","('Select', 0)",Block output,"('answer', 32)","('answer', 31)","('answered', 10)","('Answer', 7)","('Answer', 2)","('answering', 1)","('answers', 0)","('题', 0)","('mark', 0)","('mark', 0)"
Layer 19,Attention mechanism,"('itié', 1)","('Dialog', 0)","('ymn', 0)","('enze', 0)","('ys', 0)","('Args', 0)","('SSL', 0)","('ordnet', 0)","('eft', 0)","('Selection', 0)",Intermediate residual stream,"('answer', 43)","('answer', 30)","('answered', 7)","('Answer', 5)","('Answer', 1)","('answering', 1)","('answers', 0)","('题', 0)","('mark', 0)","('mark', 0)",MLP output,"('we', 1)","('text', 0)","('ial', 0)","('ivid', 0)","('Sud', 0)","('cht', 0)","('Hidden', 0)","('�', 0)","('Wol', 0)","('Hope', 0)",Block output,"('answer', 49)","('answer', 21)","('answered', 4)","('Answer', 3)","('Answer', 0)","('answering', 0)","('answers', 0)","('The', 0)","('题', 0)","('Home', 0)"
Layer 20,Attention mechanism,"('https', 5)","('http', 1)","('recens', 1)","('idenote', 0)","('bild', 0)","('Send', 0)","('rey', 0)","('amin', 0)","('ым', 0)","('бар', 0)",Intermediate residual stream,"('answer', 42)","('answer', 24)","('answered', 3)","('Answer', 2)","('Answer', 0)","('answering', 0)","('answers', 0)","('Home', 0)","('The', 0)","('题', 0)",MLP output,"('tie', 9)","('gresql', 2)","('Tage', 2)","('фи', 1)","('The', 1)","('лович', 0)","('LED', 0)","('ęż', 0)","('uve', 0)","('The', 0)",Block output,"('answer', 14)","('answer', 7)","('The', 5)","('The', 3)","('answered', 1)","('uploaded', 1)","('mark', 1)","('题', 0)","('Home', 0)","('efficiency', 0)"
Layer 21,Attention mechanism,"('industry', 99)","('Indust', 0)","('indust', 0)","('indust', 0)","('industrial', 0)","('industri', 0)","('業', 0)","('ongodb', 0)","('humor', 0)","('tz', 0)",Intermediate residual stream,"('answer', 18)","('answer', 9)","('The', 5)","('The', 2)","('answered', 2)","('uploaded', 1)","('Answer', 0)","('mark', 0)","('Answer', 0)","('题', 0)",MLP output,"('azzo', 6)","('hai', 1)","('Wieder', 0)","('odon', 0)","('ije', 0)","('회', 0)","('Manh', 0)","('idge', 0)","('ess', 0)","('zw', 0)",Block output,"('The', 10)","('The', 5)","('answer', 1)","('uploaded', 1)","('题', 1)","('mark', 1)","('{""', 0)","('option', 0)","('efficiency', 0)","('answer', 0)"
Layer 22,Attention mechanism,"('Pl', 19)","('Pl', 6)","('Indust', 5)","('pl', 5)","('pl', 2)","('PL', 2)","('indust', 1)","('ignon', 0)","('industrial', 0)","('industri', 0)",Intermediate residual stream,"('The', 9)","('The', 5)","('answer', 2)","('uploaded', 1)","('option', 1)","('题', 0)","('mark', 0)","('efficiency', 0)","('answer', 0)","('{""', 0)",MLP output,"('cyk', 4)","('dx', 3)","('ux', 2)","('eggs', 2)","('˚', 1)","('kern', 0)","('egg', 0)","('rows', 0)","('fram', 0)","('irtual', 0)",Block output,"('The', 7)","('The', 5)","('answer', 1)","('uploaded', 1)","('mark', 0)","('option', 0)","('quelle', 0)","('dbc', 0)","('题', 0)","('{""', 0)"
Layer 23,Attention mechanism,"('Author', 6)","('Comment', 3)","('Author', 2)","('ask', 2)","('autor', 2)","('Comment', 2)","('author', 1)","('Ask', 1)","('autore', 1)","('autor', 1)",Intermediate residual stream,"('The', 6)","('The', 6)","('answer', 3)","('题', 1)","('uploaded', 0)","('answer', 0)","('quelle', 0)","('asked', 0)","('mark', 0)","('assum', 0)",MLP output,"('haft', 1)","('шлен', 1)","('équ', 1)","('ajo', 1)","('stuck', 0)","('address', 0)","('nea', 0)","('brie', 0)","('agner', 0)","('pent', 0)",Block output,"('The', 8)","('The', 8)","('answer', 2)","('quelle', 1)","('题', 0)","('answer', 0)","('uploaded', 0)","('asked', 0)","('the', 0)","('efficiency', 0)"
Layer 24,Attention mechanism,"('The', 3)","('nofollow', 0)","('Army', 0)","('army', 0)","('thee', 0)","('ethe', 0)","('The', 0)","('¶', 0)","('пла', 0)","('eria', 0)",Intermediate residual stream,"('The', 18)","('The', 12)","('answer', 1)","('quelle', 1)","('题', 0)","('the', 0)","('uploaded', 0)","('answer', 0)","('option', 0)","('efficiency', 0)",MLP output,"('AGE', 0)","('ён', 0)","('Herzog', 0)","('стана', 0)","('zek', 0)","('ét', 0)","('Coupe', 0)","('ettings', 0)","('ael', 0)","('sime', 0)",Block output,"('The', 10)","('The', 9)","('answer', 1)","('the', 0)","('题', 0)","('uploaded', 0)","('sak', 0)","('answer', 0)","('option', 0)","('со', 0)"
Layer 25,Attention mechanism,"('\n', 96)","('</s>', 1)","('https', 1)","('https', 0)","('given', 0)","('http', 0)","('sep', 0)","('://', 0)","('***', 0)","('****', 0)",Intermediate residual stream,"('The', 9)","('The', 9)","('answer', 1)","('the', 1)","('given', 1)","('answer', 0)","('quelle', 0)","('题', 0)","('assum', 0)","('sak', 0)",MLP output,"('Pla', 1)","('sted', 1)","('Ej', 0)","('解', 0)","('Wend', 0)","('Ò', 0)","('ella', 0)","('Kob', 0)","('Diff', 0)","('Ry', 0)",Block output,"('The', 10)","('The', 10)","('answer', 2)","('the', 1)","('Diff', 0)","('answer', 0)","('given', 0)","('题', 0)","('quelle', 0)","('со', 0)"
Layer 26,Attention mechanism,"('industry', 89)","('indust', 3)","('indust', 2)","('Indust', 2)","('industrial', 0)","('THE', 0)","('THE', 0)","('sector', 0)","('firm', 0)","('industri', 0)",Intermediate residual stream,"('The', 10)","('The', 9)","('the', 3)","('industry', 1)","('answer', 1)","('given', 0)","('answer', 0)","('Diff', 0)","('题', 0)","('efficiency', 0)",MLP output,"('Q', 39)","('#', 7)","('Q', 4)","('q', 1)","('#', 1)","('reb', 0)","('letin', 0)","('gé', 0)","('pr', 0)","('here', 0)",Block output,"('The', 11)","('The', 10)","('the', 3)","('industry', 1)","('answer', 1)","('given', 0)","('quelle', 0)","('Diff', 0)","('题', 0)","('answer', 0)"
Layer 27,Attention mechanism,"('\n', 52)","(""'"", 8)","('</s>', 3)","('Which', 3)","('which', 3)","('""', 2)","('The', 0)","('the', 0)","('"".', 0)","('which', 0)",Intermediate residual stream,"('The', 15)","('The', 13)","('the', 5)","('industry', 1)","('given', 0)","('answer', 0)","('quelle', 0)","('Diff', 0)","('题', 0)","('answer', 0)",MLP output,"('full', 13)","('go', 2)","('Go', 1)","('Full', 1)","('full', 1)","('md', 0)","('LOG', 0)","('right', 0)","('Tra', 0)","('cy', 0)",Block output,"('The', 18)","('The', 14)","('the', 4)","('industry', 1)","('given', 0)","('answer', 0)","('Diff', 0)","('the', 0)","('题', 0)","('quelle', 0)"
Layer 28,Attention mechanism,"('The', 99)","('The', 0)","('On', 0)","('Хронологија', 0)","('On', 0)","('THE', 0)","('Thé', 0)","('They', 0)","('Invoke', 0)","('This', 0)",Intermediate residual stream,"('The', 76)","('The', 22)","('the', 0)","('industry', 0)","('answer', 0)","('THE', 0)","('given', 0)","('answer', 0)","('题', 0)","('efficiency', 0)",MLP output,"('stat', 15)","('option', 9)","('Option', 6)","('Stat', 6)","('stat', 6)","('S', 4)","('An', 4)","('Options', 3)","('options', 3)","('An', 2)",Block output,"('The', 69)","('The', 29)","('the', 0)","('industry', 0)","('answer', 0)","('THE', 0)","('efficiency', 0)","('option', 0)","('answer', 0)","('given', 0)"
Layer 29,Attention mechanism,"('on', 99)","('On', 0)","('The', 0)","('On', 0)","('the', 0)","('onto', 0)","('The', 0)","('the', 0)","('THE', 0)","('auf', 0)",Intermediate residual stream,"('The', 80)","('The', 19)","('the', 0)","('THE', 0)","('industry', 0)","('the', 0)","('On', 0)","('On', 0)","('on', 0)","('answer', 0)",MLP output,"('Home', 17)","('N', 10)","('c', 6)","('d', 5)","('C', 5)","('r', 3)","('n', 3)","('f', 3)","('E', 3)","('1', 2)",Block output,"('The', 65)","('The', 32)","('the', 0)","('industry', 0)","('the', 0)","('On', 0)","('THE', 0)","('on', 0)","('""', 0)","('Home', 0)"
Layer 30,Attention mechanism,"('The', 73)","('The', 23)","('_', 0)","('________', 0)","('THE', 0)","('""', 0)","('THE', 0)","('________________', 0)","('____', 0)","('___', 0)",Intermediate residual stream,"('The', 70)","('The', 29)","('the', 0)","('the', 0)","('On', 0)","('THE', 0)","('industry', 0)","('""', 0)","('THE', 0)","('Home', 0)",MLP output,"('in', 9)","('B', 6)","('1', 6)","('T', 5)","('is', 4)","('""', 3)","('G', 3)","('i', 3)","('I', 2)","('E', 2)",Block output,"('The', 97)","('The', 1)","('""', 0)","('the', 0)","('On', 0)","('A', 0)","('1', 0)","('(', 0)","('E', 0)","('We', 0)"
Layer 31,Attention mechanism,"('\n', 99)","('</s>', 0)","('...', 0)","('....', 0)","('..', 0)","('\t', 0)","('........', 0)","('Pl', 0)","('................', 0)","('.....', 0)",Intermediate residual stream,"('The', 97)","('The', 1)","('""', 0)","('the', 0)","('On', 0)","('A', 0)","('1', 0)","('(', 0)","('E', 0)","('In', 0)",MLP output,"('Question', 0)","('Diff', 0)","('Math', 0)","('Answer', 0)","('Anal', 0)","('Import', 0)","('Subject', 0)","('Excel', 0)","('Source', 0)","('Example', 0)",Block output,"('The', 72)","('On', 1)","('A', 1)","('""', 1)","('1', 0)","('Home', 0)","('I', 0)","('In', 0)","('We', 0)","('This', 0)"
"
"
Q,4,:
Layer 0,Attention mechanism,"('<s>', 7)","('пута', 3)","('sime', 1)","('ímp', 1)","('瀬', 1)","('Ḩ', 0)","('férences', 0)","('jà', 0)","('桥', 0)","('Longrightarrow', 0)",Intermediate residual stream,"('<s>', 4)","('пута', 2)","('sime', 1)","('ímp', 1)","('瀬', 1)","('férences', 0)","('Ḩ', 0)","('Longrightarrow', 0)","('𝓝', 0)","('Licencia', 0)",MLP output,"('<s>', 20)","('archivi', 7)","('férences', 1)","('씨', 1)","('textt', 0)","('gepublic', 0)","('ungsseite', 0)","('embros', 0)","('Portail', 0)","('iellement', 0)",Block output,"('<s>', 17)","('archivi', 2)","('férences', 2)","('пута', 1)","('ímp', 1)","('瀬', 1)","('씨', 0)","('sime', 0)","('trightarrow', 0)","('quelle', 0)"
Layer 1,Attention mechanism,"('références', 0)","('ap', 0)","('aton', 0)","('ardi', 0)","('anim', 0)","('ж', 0)","('ani', 0)","('ulas', 0)","('⁻', 0)","('éo', 0)",Intermediate residual stream,"('<s>', 41)","('férences', 0)","('ategory', 0)","('Ḩ', 0)","('quelle', 0)","('guez', 0)","('ímp', 0)","('ǫ', 0)","('瀬', 0)","('archivi', 0)",MLP output,"('/', 2)","(',', 1)","('-', 1)","('aris', 0)","('Hend', 0)","('touch', 0)","('\n', 0)","('touched', 0)","('(', 0)","('CP', 0)",Block output,"('<s>', 11)","(',', 1)","('Hend', 0)","('aris', 0)","('-', 0)","('ategory', 0)","('Beau', 0)","('invånare', 0)","('anim', 0)","('/', 0)"
Layer 2,Attention mechanism,"('Nobel', 1)","('haft', 0)","('öss', 0)","('prec', 0)","('Navigation', 0)","('ohl', 0)","('Parad', 0)","('Memory', 0)","('Alo', 0)","('piel', 0)",Intermediate residual stream,"('<s>', 8)","(',', 3)","('read', 0)","('Hend', 0)","('-', 0)","('/', 0)","('rc', 0)","('Direct', 0)","('piel', 0)","(':', 0)",MLP output,"('ahr', 1)","('宝', 0)","('sie', 0)","('bid', 0)","('ере', 0)","('burg', 0)","('Die', 0)","('ern', 0)","('Architecture', 0)","('rails', 0)",Block output,"(',', 4)","('Y', 0)","('<s>', 0)","('-', 0)","('spect', 0)","('Hend', 0)","('/', 0)","('read', 0)","('Spect', 0)","(':', 0)"
Layer 3,Attention mechanism,"('icio', 1)","('embly', 0)","('hover', 0)","('riction', 0)","('Publications', 0)","('undert', 0)","('esterd', 0)","('良', 0)","('nou', 0)","('Cong', 0)",Intermediate residual stream,"(',', 1)","('Hend', 0)","('bid', 0)","('ulas', 0)","('spect', 0)","('Y', 0)","('-', 0)","('tags', 0)","('hover', 0)","('engen', 0)",MLP output,"('lasse', 8)","('yj', 1)","('❯', 1)","('łod', 1)","('trim', 0)","('fg', 0)","('šč', 0)","('berg', 0)","('роди', 0)","('essel', 0)",Block output,"('yter', 0)","('bid', 0)","(',', 0)","('part', 0)","('retra', 0)","('Hend', 0)","('hrte', 0)","('rl', 0)","('national', 0)","('antes', 0)"
Layer 4,Attention mechanism,"('chio', 2)","('LCCN', 2)","('GND', 1)","('ぐ', 1)","('Italia', 1)","('acco', 0)","('Итали', 0)","('Italiana', 0)","('Titel', 0)","('rn', 0)",Intermediate residual stream,"('rl', 1)","('Hend', 0)","('hrte', 0)","('ぐ', 0)","('bid', 0)","('�', 0)","('<s>', 0)","('-', 0)","('nou', 0)","('hover', 0)",MLP output,"('тро', 1)","('de', 1)","('lique', 0)","('ums', 0)","('libert', 0)","('ombres', 0)","('aggi', 0)","('allo', 0)","('arab', 0)","('gh', 0)",Block output,"('imas', 1)","('Hend', 0)","('guez', 0)","('ade', 0)","('yter', 0)","('yj', 0)","('omm', 0)","('oty', 0)","('federal', 0)","(',', 0)"
Layer 5,Attention mechanism,"('üg', 1)","('ób', 0)","('émet', 0)","('nav', 0)","('moz', 0)","('maste', 0)","('Jah', 0)","('kaz', 0)","('�', 0)","('ober', 0)",Intermediate residual stream,"('Bras', 2)","('yter', 1)","('yj', 1)","('oco', 0)","('omm', 0)","('omb', 0)","('rl', 0)","('nou', 0)","('omo', 0)","('Hend', 0)",MLP output,"('arms', 2)","('heimer', 1)","('SERT', 0)","('CCN', 0)","('сле', 0)","('fur', 0)","('Teatro', 0)","('¾', 0)","('gems', 0)","('vou', 0)",Block output,"('nou', 3)","('šč', 1)","('hr', 0)","('yter', 0)","('zym', 0)","('rl', 0)","('LOB', 0)","('hood', 0)","('/', 0)","('luss', 0)"
Layer 6,Attention mechanism,"('Herz', 1)","('ule', 1)","('ket', 0)","('anges', 0)","('regia', 0)","('cules', 0)","('olas', 0)","('PASS', 0)","('Lin', 0)","('vu', 0)",Intermediate residual stream,"('nou', 1)","('omo', 1)","('šč', 0)","('generic', 0)","('zym', 0)","('hr', 0)","('bd', 0)","('hr', 0)","('iras', 0)","('roe', 0)",MLP output,"('Bash', 1)","('ached', 1)","('ala', 1)","('aman', 1)","('Rang', 0)","('oracle', 0)","('olit', 0)","('accomp', 0)","('мб', 0)","('asia', 0)",Block output,"('older', 1)","('nou', 0)","('Sultan', 0)","('LOB', 0)","('Bash', 0)","('ached', 0)","('oem', 0)","('Associ', 0)","('bd', 0)","('odot', 0)"
Layer 7,Attention mechanism,"('hire', 2)","('Ressources', 1)","('obil', 1)","('̈', 1)","('jus', 0)","('\u200f', 0)","('̃', 0)","('hof', 0)","('enough', 0)","('usto', 0)",Intermediate residual stream,"('nou', 2)","('older', 2)","('Sultan', 0)","('odot', 0)","('Bash', 0)","('Associ', 0)","('bru', 0)","('olas', 0)","('css', 0)","('▶', 0)",MLP output,"('resid', 3)","('nehm', 2)","('ftrag', 1)","('Boh', 0)","('iones', 0)","('Hermann', 0)","('ourd', 0)","('àn', 0)","('nehmer', 0)","('zi', 0)",Block output,"('Brig', 2)","('ène', 1)","('ene', 1)","('nou', 1)","('ordo', 0)","('rola', 0)","('àn', 0)","('jourd', 0)","('reate', 0)","('olit', 0)"
